"workID","oaiID","doi","title","authors","createdDate"
38716585,"["oai:dspace.vsb.cz:10084\/108895"]",,"Methods of Artificial Intelligence for the Game StarCraft","["Hajn\u00fd, Ji\u0159\u00ed"]",2017-10-17T22:01:46
39019149,"["oai:dspace.vsb.cz:10084\/116158"]",,"Methods of Artificial Intelligence for the Game StarCraft","["Jaro\u0148, Vladim\u00edr"]",2017-08-03T05:03:06
149403522,"["oai:dspace.vutbr.cz:11012\/211631"]",,"Education of artificial intelligence in extracurricular education","["Szymeczek, Martin"]",2023-08-05T21:48:19
16118437,"["oai:invenio.nusl.cz:596337","oai:invenio.nusl.cz:238130","oai:dspace.vutbr.cz:11012\/55180"]",,"Logical Network Games for Android","["Kub\u00edk, Michal"]",2016-08-09T15:06:59
109850186,"["oai:https:\/\/dspace.cuni.cz:20.500.11956\/117650"]",,"Legal Aspect of Artificial Intelligence","["Dang, Milan"]",2021-04-17T06:10:01
16119577,"["oai:dspace.vutbr.cz:11012\/55328","oai:invenio.nusl.cz:238278","oai:invenio.nusl.cz:582306"]",,"Scriptable Fight System for Turn-Based Computer Game","["Kanich, Ond\u0159ej"]",2016-08-09T15:07:04
40036836,"["oai:dspace.cvut.cz:10467\/86165"]",,"Implementation of 2D turn-based strategy game with AI","["Ivan \u0160t\u011bp\u00e1nek"]",2020-03-18T04:49:06
38815227,"["oai:dspace.vsb.cz:10084\/119037"]",,"Artificial Intelligence in Computer Games","["Wlosok, Jan"]",2017-10-17T22:09:58
16113256,"["oai:invenio.nusl.cz:235575","oai:invenio.nusl.cz:593381","oai:dspace.vutbr.cz:11012\/52817"]",,"Computer Game in 2D for Linux","["\u0160ev\u010d\u00edk, Jaroslav"]",2016-08-09T15:06:14
149673285,"["oai:apcz.umk.pl:article\/45179"]",,"Future of cardiovascular diagnosis with the support of artificial intelligence","["Grabowska, Ewa","Kami\u0144ska, Izabela","Kap\u0142on, Kamil","Kojder, Dominika","Mo\u017cd\u017cy\u0144ska, Agnieszka","Musia\u0142, Lena","Rymarz, Ania","Sierpie\u0144, Ma\u0142gorzata","Wojtala, Laura"]",2023-09-30T07:31:25
84130807,"["oai:generic.eprints.org:9256\/core10784","oai:utpedia.utp.edu.my:9256"]",,"LOAD FORECASTING

USING

ARTIFICIAL INTELIGENCE TECHNIQUE","["ABDULLAH, MUHAMMAD FITRI"]",2020-04-17T10:29:09
16139444,"["oai:dspace.vutbr.cz:11012\/68052"]",,"Artificial Intelligence","["Ragas, Lud\u011bk"]",2017-06-18T11:24:48
16118724,"["oai:dspace.vutbr.cz:11012\/55916","oai:invenio.nusl.cz:238966","oai:invenio.nusl.cz:578791"]",,"Computer Game Based on Artificial Inteligence","["Ser\u00e9di, Silvester"]",2016-08-09T15:07:15
16117843,"["oai:dspace.vutbr.cz:11012\/55109","oai:invenio.nusl.cz:238059"]",,"The Hnefatafl Board Game Artificial Intelligence","["Stratilov\u00e1, Lenka"]",2016-08-09T15:06:58
32974748,"["oai:dspace.vsb.cz:10084\/128518"]",,"Interactive Robotic System with Artificial Inteligence Implementation","["Petr\u00e1\u0161, Radek"]",2019-01-03T09:06:53
158128205,"["oai:ojs2.ejournal.ipdn.ac.id:article\/4202"]",10.33701/jmb.v6i1.4202,"Tren Penelitian Artificial Inteligence pada Pelayanan Publik","["Idza, Allisa Akhidatul"]",2024-10-01T20:02:23
109849474,"["oai:https:\/\/dspace.cuni.cz:20.500.11956\/117666"]",,"Selected legal aspects of Artificial Intelligence","["Zachov\u00e1, Magdalena"]",2021-04-17T06:10:01
150853254,"["oai:https:\/\/dspace.cuni.cz:20.500.11956\/184561"]",,"The use of artificial intelligence in civil procedure","["Hart, Vojt\u011bch Lev"]",2023-10-26T14:29:06
16119798,"["oai:dspace.vutbr.cz:11012\/55238","oai:invenio.nusl.cz:238188"]",,"Evaluation of Trust or Reputation Based on Social Network Analysis","["\u0160vec, Tom\u00e1\u0161"]",2016-08-09T15:07:03
52608087,"["oai:repository.unpas.ac.id:39384"]",,"ANALISIS MODEL KECERDASAN NON PLAYER CHARACTER SEBAGAI

PEMBENTUKAN CHALLANGE PADA DOTA 2","["Muhamad Roni, 12.304.0265"]",2018-11-05T20:11:57
17140059,"["oai:arxiv.org:1308.0356"]",,"Design and Development of an Expert System to Help Head of University
  Departments","["Fekri-Ershad, Shervan","Jafari, Shahram","Tajalizadeh, Hadi"]",2014-10-24T19:20:13
136514316,"["oai:https:\/\/dspace.cuni.cz:20.500.11956\/126517"]",,"Artificial intelligence and copyright law","["Czichon, Radek"]",2021-08-22T13:56:30
40028164,"["oai:dspace.cvut.cz:10467\/77487"]",,"Opponent Modelling Library for StarCraft AI","["Bohuslav Tom\u00e1\u0161"]",2018-07-09T20:22:14
147642015,"["oai:dspace.vutbr.cz:11012\/210131"]",,"Using artificial intelligence for energy management in smart buildings","["Mich\u00e1lek, Ji\u0159\u00ed"]",2023-08-05T21:48:01
70951359,"["oai:ojs.umcsd.home.net.pl:article\/2961"]",10.17951/ai.2004.2.1.71-80,"Mind and information processing: some considerations","["Mycka, Jerzy"]",2019-10-30T07:21:52
16114369,"["oai:dspace.vutbr.cz:11012\/52538","oai:https:\/\/dspace.vut.cz:11012\/52538","oai:invenio.nusl.cz:235314"]",,"Board Game Focused on Educational Support for Gaming Algorithms","["\u010c\u00e1slava, Martin"]",2016-08-09T15:06:12
109855240,"["oai:https:\/\/dspace.cuni.cz:20.500.11956\/122371"]",,"Law and Artificial Intelligence","["N\u011bmec, Daniel"]",2021-04-17T06:13:04
16116546,"["oai:invenio.nusl.cz:238293","oai:invenio.nusl.cz:612548","oai:dspace.vutbr.cz:11012\/55343"]",,"Modular tool for creating games with artificial intelligence","["Klika, Jan"]",2016-08-09T15:07:04
127846464,"["oai:dspace.vsb.cz:10084\/147323"]",,"Reinforcement Learning and its Application in Games","["Hlavsa, Milan"]",2022-10-05T05:26:00
11644950,"["oai:riunet.upv.es:10251\/48298"]",,"Scares for sale: diseño y desarrollo de un videojuego en Unity 3D. Inteligencia artificial y animación","["Fern\u00e1ndez Molina, David"]",2019-12-25T14:06:31
9948501,"["oai:ojs.journals.muni.cz:article\/9067","oai:is.muni.cz:1422578"]",10.5817/rpt2018-1-2,"Akceptace právní osobnosti v případě umělé inteligence","["Zibner Jan"]",2019-04-30T07:50:51
89006389,"["oai:repozitorij.uni-lj.si:izpisgradiva.php?id=119449"]",,"Freedom of the individual in the age of artificial intelligence","["Kvrgi\u0107, Maja"]",2020-09-16T01:33:33
150853652,"["oai:https:\/\/dspace.cuni.cz:20.500.11956\/184009"]",,"The limits of humanity. Robots are getting dangerously close to humans, while you tend not to consider various groups of people as (fully) human.","["Slav\u00edk, Vratislav"]",2023-10-26T14:30:49
109833528,"["oai:dspace.cuni.cz:20.500.11956\/53613","oai:https:\/\/dspace.cuni.cz:20.500.11956\/53613"]",,Risk,"["\u0160tola, Miroslav"]",2018-01-02T08:47:18
16155339,"["oai:dspace.vutbr.cz:11012\/191606","oai:invenio.nusl.cz:575521","oai:invenio.nusl.cz:416398"]",,"Artificial Intelligence and Industry 4.0","["Hirsch, Radim"]",2020-09-02T21:41:25
16104623,"["oai:dspace.vutbr.cz:11012\/24710","oai:dspace.vutbr.cz:11012\/32980","oai:https:\/\/dspace.vut.cz:11012\/32980","oai:invenio.nusl.cz:556504","oai:invenio.nusl.cz:224445","oai:invenio.nusl.cz:223950"]",,"Artificial Intelligence Use on Stock Market","["Skoumal, Karel"]",2016-01-06T16:13:17
